Player ID,Team Name
1472,GNB
1473,RAM
1474,BKN
1475,GNB
1476,DET
1477,CHI
1478,PHI
1479,WAS
1480,CRD
1481,CHI
1482,CHI
1483,GNB
1484,GNB
1485,PIT
1486,PIT
1487,CRD
1488,CHI
1489,PIT
1490,BKN
1491,PIT
1492,PHI
1493,CHI
1494,GNB
1495,GNB
1496,PHI
1497,NYG
1498,WAS
1499,CHI
1500,RAM
1501,2TM
1502,DET
1503,2TM
1504,BKN
1505,BKN
1506,PHI
1507,PHI
1508,CHI
1509,NYG
1510,PIT
1511,PIT
1512,DET
1513,RAM
1514,RAM
1515,2TM
1516,CHI
1517,WAS
1518,CRD
1519,2TM
1520,PHI
1521,CRD
1522,CRD
1523,GNB
1524,WAS
1525,GNB
1526,WAS
1527,DET
1528,PIT
1529,PHI
1530,NYG
1531,RAM
1532,BKN
1533,CRD
1534,BKN
1535,NYG
1536,DET
1537,NYG
1538,GNB
1539,NYG
1540,GNB
1541,CHI
1542,GNB
1543,DET
1544,GNB
1545,CHI
1546,CRD
1547,NYG
1548,GNB
1549,WAS
1550,RAM
1551,DET
1552,RAM
1553,CHI
1554,GNB
1555,CRD
1556,BKN
1557,NYG
1558,CHI
1559,CRD
1560,BKN
1561,NYG
1562,BKN
1563,DET
1564,CHI
1565,CHI
1566,NYG
1567,CRD
1568,PHI
1569,RAM
1570,CHI
1571,WAS
1572,2TM
1573,GNB
1574,DET
1575,NYG
1576,DET
1577,WAS
1578,WAS
1579,RAM
1580,RAM
1581,WAS
1582,WAS
1583,WAS
1584,RAM
1585,CHI
1586,NYG
1587,PHI
1588,PHI
1589,BKN
1590,PHI
1591,CRD
1592,GNB
1593,BKN
1594,PIT
1595,CRD
1596,CRD
1597,CHI
1598,WAS
1599,CHI
1600,2TM
1601,NYG
1602,2TM
1603,RAM
1604,WAS
1605,RAM
1606,CHI
1607,RAM
1608,CHI
1609,NYG
1610,GNB
1611,WAS
1612,CHI
1613,CRD
1614,GNB
1615,BKN
1616,GNB
1617,NYG
1618,CHI
1619,DET
1620,PHI
1621,NYG
1622,GNB
1623,WAS
1624,PIT
1625,CHI
1626,WAS
1627,DET
1628,BKN
1629,CHI
1630,NYG
1631,NYG
1632,2TM
1633,PHI
1634,DET
1635,CRD
1636,WAS
1637,WAS
1638,CHI
1639,PIT
1640,BKN
1641,DET
1642,RAM
1643,CHI
1644,GNB
1645,GNB
1646,WAS
1647,DET
1648,RAM
1649,PHI
1650,PIT
1651,PHI
1652,WAS
1653,RAM
1654,NYG
1655,GNB
1656,GNB
1657,PIT
1658,BKN
1659,CHI
1660,CHI
1661,DET
1662,RAM
1663,DET
1664,WAS
1665,BKN
1666,CRD
1667,PHI
1668,CRD
1669,CRD
1670,GNB
1671,GNB
1672,RAM
1673,WAS
1674,2TM
1675,GNB
1676,GNB
1677,GNB
1678,PHI
1679,BKN
1680,WAS
1681,NYG
1682,BKN
1683,RAM
1684,CHI
1685,WAS
1686,PIT
1687,2TM
1688,RAM
1689,NYG
1690,DET
1691,GNB
1692,PHI
1693,PHI
1694,NYG
1695,DET
1696,CRD
1697,PHI
1698,NYG
1699,2TM
1700,PHI
1701,CHI
1702,CHI
1703,PIT
1704,GNB
1705,PIT
1706,DET
1707,RAM
1708,RAM
1709,CRD
1710,CHI
1711,CHI
1712,BKN
1713,GNB
1714,RAM
1715,CHI
1716,CRD
1717,RAM
1718,CHI
1719,GNB
1720,RAM
1721,WAS
1722,BKN
1723,GNB
1724,WAS
1725,WAS
1726,GNB
1727,NYG
1728,BKN
1729,DET
1730,CRD
1731,PHI
1732,PHI
1733,CHI
1734,CHI
1735,GNB
1736,PIT
1737,WAS
1738,DET
1739,CHI
1740,RAM
1741,CHI
1742,CRD
1743,GNB
1744,RAM
1745,DET
1746,CHI
1747,CRD
1748,CHI
1749,CRD
1750,CHI
1751,BKN
1752,WAS
1753,WAS
1754,CHI
1755,NYG
1756,BKN
1757,NYG
1758,DET
1759,DET
1760,CRD
1761,BKN
1762,CHI
1763,WAS
1764,GNB
1765,BKN
1766,RAM
1767,PHI
1768,WAS
1769,NYG
1770,GNB
1771,WAS
1772,BKN
1773,CHI
1774,CHI
1775,PIT
1776,NYG
1777,PIT
1778,GNB
1779,RAM
1780,NYG
1781,CRD
1782,CHI
1783,CHI
1784,PHI
1785,GNB
1786,PHI
1787,DET
1788,CRD
1789,PHI
1790,PIT
1791,CRD
1792,DET
1793,BKN
1794,BKN
1795,PHI
1796,RAM
1797,RAM
1798,BKN
1799,DET
1800,GNB
1801,NYG
1802,RAM
1803,CHI
1804,WAS
1805,PIT
1806,RAM
1807,NYG
1808,NYG
1809,DET
1810,PHI
1811,NYG
1812,PHI
1813,RAM
1814,RAM
1815,BKN
1816,CHI
1817,RAM
1818,CRD
1819,CRD
1820,CHI
1821,RAM
1822,DET
1823,CHI
1824,CRD
1825,WAS
1826,PHI
1827,RAM
1828,RAM
1829,GNB
1830,CHI
1831,CHI
1832,GNB
1833,NYG
1834,BKN
1835,BKN
1836,CHI
1837,PIT
1838,NYG
1839,CHI
1840,CHI
1841,WAS
1842,CHI
1843,PHI
1844,NYG
1845,CRD
1846,CRD
1847,2TM
1848,NYG
1849,CHI
1850,NYG
1851,WAS
1852,DET
1853,NYG
1854,WAS
1855,CRD
1856,PHI
1857,DET
1858,GNB
1859,RAM
1860,WAS
1861,PHI
1862,BKN
1863,DET
1864,CHI
1865,NYG
1866,CHI
1867,CHI
1868,WAS
1869,GNB
1870,RAM
1871,PIT
1872,2TM
1873,CHI
1874,GNB
1875,PIT
1876,WAS
1877,DET
1878,RAM
1879,PIT
1880,CRD
1881,DET
1882,PHI
1883,RAM
1884,CRD
1885,WAS
1886,NYG
1887,RAM
1888,GNB
1889,PIT
1890,BKN
1891,BKN
1892,BKN
1893,PHI
1894,PHI
1895,WAS
1896,CHI
1897,2TM
1898,DET
1899,DET
1900,PHI
1901,WAS
1902,WAS
1903,CRD
1904,NYG
1905,CRD
1906,NYG
1907,CRD
1908,RAM
1909,NYG
1910,CHI
1911,PIT
1912,WAS
1913,DET
1914,NYG
1915,GNB
1916,CRD
1917,WAS
1918,PIT
1919,WAS
1920,GNB
1921,BKN
1922,PIT
1923,CHI
1924,DET
1925,WAS
1926,CRD
1927,CHI
1928,NYG
1929,GNB
1930,RAM
1931,PHI
1932,CHI
1933,CHI
1934,BKN
1935,BKN
1936,PHI
1937,2TM
1938,GNB
1939,GNB
1940,BKN
1941,RAM
1942,PIT
1943,CRD
1944,RAM
1945,GNB
1946,CHI
1947,GNB
1948,CHI
1949,GNB
1950,GNB
1951,NYG
1952,NYG
1953,2TM
1954,CHI
1955,PHI
1956,BKN
1957,GNB
1958,CHI
